# ieee-iab.txt -- Ethernet vendor IAB file for arp-scan
#
# This file contains the Ethernet vendor IABs for arp-scan.  These are used
# to determine the vendor for a give Ethernet interface given the MAC address.
#
# Each line of this file contains an IAB-vendor mapping in the form:
#
# <IAB><TAB><Vendor>
#
# Where <IAB> is the first 36 bits of the MAC address in hex, and <Vendor>
# is the name of the vendor.
#
# Blank lines and lines beginning with "#" are ignored.
#
# This file was automatically generated by get-iab at 2018-12-24 19:37:33
# using data from http://standards-oui.ieee.org/iab/iab.txt
#
# Do not edit this file.  If you want to add additional MAC-Vendor mappings,
# edit the file mac-vendor.txt instead.
#
0050C2DD6	Transas Marine Limited                       
0050C2F43	Special Systems Engineering Center LLC       
0050C2F38	AeroControl, Inc.                            
0050C2F3B	TAMS firmware co.                            
0050C2ED8	AVocation Systems, Inc.                      
0050C2F15	Sascal Displays Ltd                          
0050C2F12	General Industrial Controls Pvt Ltd          
0050C2F0C	SKYCHANNEL LTD                               
0050C2ED1	Arcontia Technology AB                       
0050C2ED0	Nippon Systemware Co.,Ltd.                   
0050C2ECD	Peek Traffic Corporation                     
0050C2EC7	LIQUID ROBOTICS, INC                         
0050C2F02	BMR                                          
0050C2F01	Mango DSP, Inc                               
0050C2EFE	PLR Information Systems Ltd.                 
0050C2F1F	Verified Energy, LLC.                        
0050C2EE0	osf Hansjuergen Meier GmbH & Co. KG          
0050C2E8B	RPA Electronic Solutions, Inc.               
0050C2E87	Lamson Safes & Security                      
0050C2E81	Adaptive Technologies, Inc.                  
0050C2E7D	AEL Microsystems Limited                     
0050C2E7E	Swareflex GmbH                               
0050C2E4D	PCSC                                         
0050C2E49	CTF TECHNOLOGIES DO BRASIL LTDA              
0050C2E43	Technica Engineering GmbH                    
0050C2E3F	VISITO S.R.L.                                
0050C2EC6	INFRONICS SYSTEMS LIMITED                    
0050C2EBD	Droplet Measurement Technologies             
0050C2EB9	ALPHA-MOS                                    
0050C2EB3	AR RF/Microwave Instrumentation              
0050C2E9B	Hentschel System GmbH                        
0050C2E95	Dlite Comercio, Importadora e Serviços de Automação Ltda
0050C2E91	DSP DESIGN LTD                               
0050C2E5D	T8 Ltd                                       
0050C2E56	RFENGINE CO., LTD.                           
0050C2E57	EOLANE MONTCEAU                              
0050C2E53	NEXT video systems Hard- and Software Development GmbH
0050C2E60	TAIYO SEIKI CO.,LTD.                         
0050C2E61	Detech Electronics ApS                       
0050C2E75	FSM AG                                       
0050C2EA5	Aerodata AG                                  
0050C2E9F	DataSoft Corporation                         
0050C2E2F	Beam Ltd                                     
0050C2E2B	Plant Integrity Limited                      
0050C2DFE	Xitek Design Limited                         
0050C2E04	Sec.Eng Systems Pty Ltd                      
0050C2E01	Tyco Traffic & Transportation                
0050C2DF0	Koncar Electrical Engineering Institute      
0050C2DFA	MAC Valves, Inc.                             
0050C2DF7	Combilent                                    
0050C2E39	Telemetrics Inc.                             
0050C2E35	Omnica Corporation                           
0050C2E25	ACD Elektronik GmbH                          
0050C2E21	Norwia AS                                    
0050C2E1B	Embedded Labs                                
0050C2E17	Gall Tankdatensysteme GmbH                   
0050C2E0F	Trentino Systems                             
0050C2E0C	YOUHO ELECTRIC IND.,LTD.                     
0050C2E0B	Seartech                                     
0050C2E08	KST Technology                               
0050C2D98	Rong Shun Xuan Corp.                         
0050C2D94	Software Effect Enterprises, Inc             
0050C2D8E	LSD Science&Technology Co.,Ltd.              
0050C2D8A	OptoLink  Industria e Comercio Ltda          
0050C2DBF	One-Nemoto Engineering Corporation           
0050C2DB5	DSP DESIGN LTD                               
0050C2DDC	Vision  & Control GmbH                       
0050C2DDD	A&A GENERAL SRL                              
0050C2DA1	MangoDSP                                     
0050C2DE6	Fr. Sauter AG                                
0050C2DE7	Elan Systems                                 
0050C2DC9	KinotonGmbH                                  
0050C2DA9	Tieline Research Pty Ltd                     
0050C2D80	Keith & Koep GmbH                            
0050C2D7A	Transbit Sp. z o.o.                          
0050C2D76	Telvent                                      
0050C2D70	C. Rob. Hammerstein GmbH & Co. KG            
0050C2D6C	ALPHA Corporation                            
0050C2CF6	Epec Oy                                      
0050C2CDF	CoreEL TEchnologies (I) Pvt Ltd              
0050C2CE0	Industrial Control Links, Inc.               
0050C2D35	UG Systems GmbH & Co. KG                     
0050C2D31	UNGAVA Technologies Inc.                     
0050C2D2E	RS Gesellschaft fur Informationstechnik mbH & Co KG
0050C2D2B	Video Tech Laboratories, Inc.                
0050C2D27	Fr.Sauter AG                                 
0050C2D24	Expro North Sea                              
0050C2D21	Innovative Circuit Technology                
0050C2D1D	Moco Media Pty Ltd                           
0050C2D1E	Tobila Systems, Inc.                         
0050C2D59	BUANCO SYSTEM A/S                            
0050C2D58	NIK-ELEKTRONIKA Ltd                          
0050C2D52	F+D Feinwerk- und Drucktechnik GmbH          
0050C2D4F	SECOM GmbH                                   
0050C2D4E	Keith & Koep GmbH                            
0050C2D46	Thales Nederland BV                          
0050C2D13	GUNMA ELECTRONICS CO LTD                     
0050C2D0D	DECA Card Engineering GmbH                   
0050C2D0A	Airpoint Co., Ltd.                           
0050C2D06	nCk Research LLC                             
0050C2D00	Bodensee Gravitymeter Geosystem GmbH         
0050C2D1A	GILLAM-FEI S.A.                              
0050C2D17	CUE, a.s.                                    
0050C2D14	SAET I.S.                                    
0050C2D10	Rosslare Enterprises Ltd.                    
0050C2D66	Uvax Concepts                                
0050C2D62	EMAC, Inc.                                   
0050C2D5C	Ibetor S.L.                                  
0050C2D42	Hagenuk KMT GmbH                             
0050C2D3B	Gitsn Inc.                                   
0050C2D38	Kyowa Electronics Co.,Ltd.                   
0050C2CD5	Arcos Technologies Ltd.                      
0050C2CD2	SIM2 Multimedia S.p.A.                       
0050C2CCB	CaptiveAire Systems Inc.                     
0050C2CC8	Private                                      
0050C2CBE	CODE BLUE CORPORATION                        
0050C2CC1	Level 3 Communications                       
0050C2CA0	Kiefer technic GmbH                          
0050C2C99	HJPC Corporation dba Pactron                 
0050C2C96	CyberCraft                                   
0050C2CAD	Pacific Coast Engineering                    
0050C2CAA	DSP DESIGN LTD                               
0050C2CA3	CT Company                                   
0050C2C8C	Lanmark Controls Inc.                        
0050C2C81	Odyssee Systemes SAS                         
0050C2C30	Wagner Group GmbH                            
0050C2C2A	RealTime Systems Ltd                         
0050C2C29	Newtel Engineering S.r.l.                    
